Location,Tweet,Positivity
"Grays, England","29. Whether u are Christian or non-Christian, u run d risk of ur nudes ending up being circulated round the world by an angry ex #NoNudes",-0.2333333333333333
      ,"With those kinds of words, we checked each other s feelings  I am voting for  #iHeartAwards #BestFanArmy",-0.125
"Sydney, Australia","RT @Michtull: If you were to take that duty seriously you d allow an independent  evaluation...
#auspol https://t.co/fhqWdH9v86",-0.16666666666666666
None,RT @Braxtyn_Dade: i always wake up at this time hungry af &amp; my baby is up kicking early every morning.. i be so damn tired everyday   ,-0.16666666666666666
"Lagos, Nigeria","@kingehizojie She accused him of attempted rape. Once you drive somebody to an unknown place against their will, th  https://t.co/05ZYAAmdZO",-0.1
UK,RT girlposts:  Only bad bitches make it to 84  I M SCREAMING    https://t.co/kB9TD4oLsB,-0.3499999999999999
"Medell n, Colombia",RT @elonmusk: The rumor that I m secretly creating a zombie apocalypse to generate demand for flamethrowers is completely false,-0.4
Miami,RT @DaniellePeazer: Sunday morning goals courtesy of @diormakeup a few weeks ago in Shanghai    However my Sunday morning reality looks jus ,-0.2
      ,"RT @goldenmaknaee: his little ""eheH"" at the end i'm     https://t.co/jqqcc3hVMN",-0.1875
"Coimbatore, India","RT @narendramodi: Staying connected with people and serving them is something I have always believed in. Long before I became PM or CM, I h ",-0.05
None,"RT @pcyclopedia: bc jongin said chanyeol's stage is a stage where they need to hold hands, chanyeol spread his hands wide. jongin followed ",-0.1
San Alejandro Quezon N.E,so being crazy iz not a problem nowadays,-0.6
None,"RT @jinkookw: Namjoon:  What are the fans to BTS? 
Jungkook:  Girlfriends  
Yall ARMYs and Jungkook are in a long term relationship  
#BTS ",-0.05
"Ohio, USA",RT @MeninistGaming: reasons I get killed on Fortnite https://t.co/8nPJWA33nQ,-0.2
None,"RT @reign6melogase: I will forever hold on to BTOB, even if it is so hard. I won't let go. Let's hold each other Melodies, for BTOB.

#Team ",-0.20833333333333334
None,"RT @MBARI_News: LOTS of animals make a dead #whale a feast in the deep! 
https://t.co/P47EJFs22H
#BluePlanet2 #whalefall #deepsea #MBARI ht ",-0.1
"NY, MA And where patriots live","RT @tribelaw: This is our reality, people. In less than a year, hackers from everywhere   including Russia, China, North Korea   will be ab ",-0.16666666666666666
infoodthatjackeats,"Bro: lets go to Moraco
Me: no, we are going to McDonalds
*arguing*
Bro: heres the deal, you go there and ill give y  https://t.co/fclWXOmwb0",-0.5
None,RT @KypreeAF: when you walk passed a mirror and realize how ugly you looked all day https://t.co/iSfH1ubt0K,-0.7
None,Not happy with my life I have #TeamGOT7 #TwitterBestFandom,-0.4
None,it's so cold and i feel sick.,-0.6571428571428571
Hong Kong,"RT @TKOTeflon: It's just like HRC to think she's even worthy of the Bitch title. Uhhhh no,you disgusting feral, you're below that. Wayyyyyy ",-0.33333333333333337
None,"RT @btsvotingteam: [ REPLY CHALLENGE ]

Let's aim for 10,000 replies 

Can u make it before 10 minutes?

The faster we can do it, much bett ",-0.275
"Ansbach, Germany","Hungry for strays, hungry for life, no invitate your pity     https://t.co/EwY4prpA6G",-0.1
"Florida, USA",RT @SebGorka: Not only is Hillary a criminal she is uncouth. https://t.co/JdV93OfMw3,-0.2
" EZAD ERAY ERAY   Scott, 2k16.",YES MAN IT WAS SO SAD https://t.co/RU5YfljwZx,-0.5
None,"I'm a sucker for the ""I miss you"" message..",-0.3
None,"RT @House_Feminist: I secretly hope that twitter keeps extending the character limit as a social experiment, slowly conditioning our attent ",-0.22222222222222224
UK,"RT @holly: The Narcissist's Prayer

That didn't happen.
And if it did, it wasn't that bad.
And if it was, that's not a big deal.
And if it ",-0.3499999999999999
"Burnley, England","RT @mikeshinoda: If you like  Fort Minor,  maybe give   Mike Shinoda  a try    https://t.co/mHvyjLaLVo https://t.co/oDTaPCIL3r",-0.05
None,"RT @winterVerry1230: At the 171008 fansign, before the announcement of no more sending presents was made, I asked Taehyung what fan gifts h ",-0.25
None,"@ChennaiIPL @msdhoni @SPFleming7 with lot of purse balance left,  missing Gayle is a poor strategy from Fleming. I  https://t.co/hiN31tN879",-0.20000000000000004
None,"RT @AustralianOpen: Overall tournament attendance: 743,667

This is a record tournament attendance, breaking the previous AO 2017 record: 7 ",-0.08333333333333333
In Your Heart,"Here's The Clean-Cut Fucking Nazi Who Is Not Getting A Chance This Time, Fucko",-0.6
"Riyadh, Kingdom of Saudi Arabi","RT @jintellectually: [YEONHAP NEWS INTERVIEW]

Reading this gave me a new perspective into Yoongi s mindset as a producer, and it s honestl ",-0.3068181818181818
None,"RT @jaeyongnuna: I m so mad rn, NCT works their asses off, pulled out different concepts, genres, styles and you fucking so called  experts ",-0.4083333333333334
Australia,"RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
"HOUSTON, TX",I AINT SHIT  ,-0.2
None,I still can't get over that one tweet that was a rough estimate of like a...,-0.1
"Bexley, London",RT @helenalbarnes: What a fucking couple https://t.co/xR2Nx6zKUb,-0.6
"Los Angeles, CA",I knocked the fuck out and I woke up rn n still had makeup on fml,-0.4
None,"RT @therealec3: Been waiting a long time to shake this man s hand.
#NXTTakeOver #NX3 https://t.co/0s824Lxwvb",-0.05
None,RT @ObsidianWasp: Seeing a mutual tweet about a game you already played and you can tell by how they're typing they're at a really sad part ,-0.45
Exclusive,"RT @profCymoh67: Her : Would You slap me for one million Dollars  ?

Me:                        [Slaps]

I would do it for 100 dollars      ",-0.75
       '     ,"RT @glitter_jk:  Pls Read regarding Soompi Awards.  We have limited voting window so while we vote for iHeart, we should also vote on Soomp ",-0.07142857142857142
None,"RT @ShehabKhan: This is mad. Lord Lansley, the former health secretary, was secretly filmed offering his knowledge and connections from to ",-0.3416666666666666
None,"RT @PDoan: I'm scared of daily Bangtan Bomb released by Bighit.
I'm scared of not able to handle the thing coming after that.

#iHeartAward ",-0.125
None,"i hate snakeu

[ #TwitterBestFandom #TeamBTS ]",-0.8
Suffolk,"@SSBullivant Imagine how confused they get when I say that ownership is vested in me on behalf of the parish, but I  https://t.co/aAFpAZc1F3",-0.4
Daughter of Krypton,I have a bad habit of seeing people for who they could be instead of who they really are.,-0.24999999999999992
pakistan,Me too:( https://t.co/Hli8sikoOm,-0.75
"Durham, England",Me heads banging and I now understand what people mean about a spinning room,-0.3125
None,RT @CiikuGitonga: @Karnythia She's eleven now &amp; still says weird stuff that scares me a bit &amp; gives me a bit of comfort. The other day she ,-0.3125
"Toowoomba, Queensland",RT @Latte_Bogan: @janer98 @sallymcmanus No tax. But they are a foreign entity who gives the LNP plenty donations through the mining council,-0.125
australia,"RT @chriskkenny: Yep, a power line in the mid north blacks out the state. You spin so hard you might be the answer to the state s generatio ",-0.14583333333333334
"Durban, South Africa",RT @910VTk: I have a friend who likes taking off girls wigs when his drunk. Then he sings  I see your true colors shine          ,-0.07500000000000001
People's Republic of China,"RT @ZHUANGONGZDQ: #JacksonYee you showed us how every effort we made won't go in vain. We will be rewarded for our pain, and every hard wor ",-0.2916666666666667
None,"RT @pcyclopedia: bc jongin said chanyeol's stage is a stage where they need to hold hands, chanyeol spread his hands wide. jongin followed ",-0.1
United Kingdom,RT @themajestae: i m still crying about the fact when an army came to her first bts fan meet and she was extremely nervous that namjoon hel ,-0.025000000000000005
None,"RT @totaldivaseps: .@KennyOmegamanX and @ibushi_kota storm past the media gathering. The landscape has just shifted in a major, major way! ",-0.036458333333333336
United Kingdom,RT @RedHotSquirrel: NORTHUMBERLAND: Offshore engineering firm Osbit enters Australian  subsea power market with cable repair system. The co ,-0.1
"Nacogdoches, TX","RT @LARRAYOX: I saw a video of an dog owner playing dead and his dog tried to save him 

so I tried it https://t.co/6pTSGzAznh",-0.2
Deplorable Nation,"RT @jeepsuzih2: Dreamers...  U Are NOT Entitled to What I Have Earned. !!!!!!!
Hey  Demoncraps We Are SICK &amp; TIRED Of This Dangerous &amp; Cost ",-0.5714285714285715
None,RT @Rahulrautwrites: The condition of women was worse than you can imagine during that Khilji period. Comparing that era with today's ideol ,-0.4
None,"RT @Jukwol: @BeautifuldudeGG So uh... Here I am, casually watching Tekken and @tekkenchanel pulls out some Bdude tech. Let this man into Ja ",-0.5000000000000001
None,"RT @btsvotingteam: [ REPLY CHALLENGE ]

Let's aim for 7,000 replies 

Can u make it before 7 minutes?

The faster we can do it, much better ",-0.125
None,"RT @btsvotingteam: [ REPLY CHALLENGE ]

Let's aim for 10,000 replies 

Can u make it before 10 minutes?

The faster we can do it, much bett ",-0.275
UK,"RT @WestmonsterUK: ULTIMATUM: Theresa May 'could face a no confidence vote if she doesn't raise her game'.

Tories fear she's leading the p ",-0.4
Illinois,TYPICAL BIASED STORY ON SELF-MADE BILLIONAIRE TRUMP FROM THE MICROSOFT HOMEPAGE.. Now will they show the inside of  https://t.co/tg9J5G2L94,-0.16666666666666666
None,"RT @AlwaysMicrowave: Fucking hype this!   We are missing such a big opportunity! 
After the fandom voting is done. Can we trend #BTSxVogue? ",-0.2375
London,RT @Khoklavixche: For #GGJ18 I tried to make a little point and click photography game     https://t.co/eGVTeUDIuV,-0.29375
None,"RT @EXOUpdates09: EXO-L Photo Challenge 

Post a photo of your bias / any member wearing pink &amp; tag 5 people to do the same.

@Exolusa @Exo ",-0.05
None,"RT @glitterjm: yoongi singing awake while black jimin cheering for him is a kink

#ThankYouYoongi
@BTS_twt #iHeartAwards #BestFanArmy #BTSA ",-0.16666666666666666
"San Diego, CA.","RT @MainTopicJ: This really be my face when people cry in front of me lmfao, I don t be knowing wtf to do nfs     https://t.co/M7yPHzlw7k",-0.15
None,"RT @Amber_D_Stubler: To all my past professors, mentors, and advisors: I m sorry that I secretly judged you for being scatterbrained, forge ",-0.3833333333333333
None,"I'm frustrated, annoyed and irritated. Like omg and it's only 6:00. Lord Jesus.",-0.3666666666666667
"San Diego, CA","RT @itz_Bil: I knew I matured when I realized every situation doesn t need a reaction, sometimes you just gotta leave people to do the lame ",-0.5
None,I can not stand being sober listening to a drunk person explain something or tell a story. Shut the fuuuuuck up,-0.2
#1 only told the moon stan,RT @Camila_Cabello: Havana... sweetie... i'm so sorry... https://t.co/GNKZIkvy8f,-0.5
SouthKorya,"RT @Linda_saram: Why am I so lonely suddenly ?!
#TwitterBestFandom #TeamEXO @weareoneEXO #SoompiAwards https://t.co/McWzsQmIxW",-0.04999999999999999
seb | n n m c b,RT @4ou: What's up Boston!? Show in a little bit  #4ouBoston https://t.co/mJSIJvsT2L,-0.1875
"Lancaster, PA","RT @sairahussain87: FYI ""chain migration"" is not a real term. The actual term, written in the Immigration and Nationality Act, is ""family r ",-0.05
None,"RT @myunwrittensoul: ""I hate those moments after I'm done crying and I just sit there emotionless.""",-0.5
forever c's,"uy sorry, pero I never meant to ruin things. I never meant to ruin us. pls understand hehe.",-0.5
Lagos Nigeria,RT @CiikuGitonga: @Karnythia She's eleven now &amp; still says weird stuff that scares me a bit &amp; gives me a bit of comfort. The other day she ,-0.3125
None,"RT @BTS_National: [ &amp; ]

Hey guys! Hope you re all doing well   
This is just a interactive quiz for you.

The rule is ...

#iHeartAwards # ",-0.21875
160123 | 170226,"RT @byunmallows: I hate that OSH feels this way 
Just seeing him is enough to make us smile I hope he'll be happier with or without strippi ",-0.16666666666666666
None,RT @janinegibson: This is why Nadine Dorries is calling BuzzFeed Fake News this morning. Hi Nadine. https://t.co/Dbihr9CnJN,-0.5
"Tokyo, Japan","RT @emilygraaace_: me: i cant take anymore disappointment 
my grandma: oh sweetie, yes you can",-0.6
 RylynsBunk  ,"RT @RoadTripTV: this is sick, very kegan and kel/saves by the bell vibes - Andy https://t.co/gSQxRfD7sx",-0.2571428571428571
A Bunker in a safe location,"RT @MilitaryEarth: Never forget Navy SEAL Mathew Axelson (Axe) who was killed in Operation Red Wings in Afghanistan on June 28, 2005. Axe w ",-0.1
254Texa$,I haven t been up this late in a while,-0.3
she/her ; bisexual,@onlythosethings i'm SORRY but i can't see the unproductive side of writing kinky af sex for our bois,-0.5
Wondering around Lancashire!!,@mercdavej No because she gas mire in common with Dorries than a Labour MP should have!,-0.375
Long Way Home,RT @5SOSFamUpdater: awkward moment when @5SOS can t even release one. https://t.co/3f2qyuFdLy,-0.6
Nunya Bizness. ,"RT @Amyfactor_: RT if this once happened to you on twitter. 

- Create an account.

- You don't understand.

- You left for a few months. ",-0.1
"Johannesburg, South Africa","RT @CNN: ""Everyone feels anger, but after the anger it's really hurtful. ... he's looking down on a whole population of people, and he's so ",-0.23111111111111113
Poland,"RT @NCTEXTS127: [97  making weird noises]
ten: what are you doing?
jaehyun: our mating call
ten: oh? i have a mating call too
winwin: reall ",-0.3125
yoonmin,"UH I REMEMBERED BITCHES CALLING ME A FAKE? BITCH VOTE 

#TwitterBestFandom #TeamBTS",-0.5
Neverland ,Why do I feel like I annoy all my friends and they hate me?,-0.8
"Lipa City, Calabarzon","RT @myunwrittensoul: ""I hate those moments after I'm done crying and I just sit there emotionless.""",-0.5
cosmic latte ocean ,"RT @dyororo_:  : you usually sing w/ your hand holding the mic but today you put your hand inside your pocket &amp; it s very manly
 : perhaps ",-0.024999999999999994
Somewhere minding my business.,RT @ChosenProdigy: I m not a hating ass person. I give credit when credit is due.,-0.125
