Location,Tweet
"Townsville, Queensland",RT @cameron_adams: Apparently Fiona O Loughlin was about to do #ImACelebrityAU last year and pulled out at last minute for health reasons - ,0.016666666666666666
"Marikana, South Africa",Yesterday watched the @african_trap Doccie 2 n there waz a track wit @Saudi_rsa that isn't on #Manando  ATM gotta drop that ish coz it fire,0.0
None,RT @R0SEWATERR: i really don't give a fuck. if i wanna do it i'm gon do it. BOOP. FUCK YA FEELINGS,-0.20000000000000004
None,RT @BigGucci_Idz: Accepting I have friends of the opposite gender that I'll interact with is not that hard either https://t.co/JtJxci48pN,-0.14583333333333334
FANSIGN OR TAG ME 4 A RETWEET,RT @HeelsHellon: I m gonna fuck and sleep in this. I feel gorgeous. https://t.co/K73klO51VT,0.14999999999999997
None,RT @brysontiller: i can and i will. watch me,0.0
None,RT @_mariwill: Too bad you didn t appreciate my blessing but I truly thankful for the lesson. ,-0.6999999999999998
"London, England",RT @realmostack: Us 3 just made a track that s gonna blow everyone s fucking mind out. https://t.co/SByIF6WUkg,-0.6
CNBLUELAND,RT @ashleybeteta: Only BOICE can understand how much I love these dorks    https://t.co/ZnYPXR4Lus,0.25
None,RT @FortniteGame: Success! It looks like our fix worked and players should begin seeing full functionality returning to their social featur ,0.25277777777777777
Girona. Catalunya,"RT @milfordedge: #catalanofobia
This selection of anti-Catalan quotes was curated by Toni Amat @txeka_cat and posted in a thread on Twitter ",0.0
 ,"RT @TheNecronon: Prompt fills for a centaur/panther Le Chiffre and horny Draco. I hope  you guys like your adorable Mads mutations, and tha ",0.5
None,"I voted for #BrunoAOTY on @TheTylt @BrunoMars should win #Grammys Album of the Year https://t.co/Nb4EXFXRjI
https://t.co/gZI0FySq1G",0.8
Homesick at space camp,RT @adafrobinson: i just wanted to know a good iced coffee recipe https://t.co/mnQMTqct8X,0.7
UK & RSA ,"RT @annemariayritys: ""A rose can never be a sunflower&amp;a sunflower can never be a rose. All flowers are beautiful in their own way"".~M.Kerr ",0.6625
None,RT @_ericcurtin: having a gender reveal party tomorrow for the hamster i just got at petco. nothin crazy just gonna flip it over and see if ,-0.6
None,"RT @writtenbyDK: ""I shot 40 plus days which is really unheard of in a costume drama. On day 37 my brain had become mush, my body had become ",0.2
 In Armaan Amaal's Heart ,@AmaalMallik hawww Sare Cousions Best-est-est hai... I love them      #KamaalMallik Ke Kamaal jo hai woh sab best t  https://t.co/g4PhfuyPeC,0.75
COYG,Honestly https://t.co/hQOQipigKC,0.6
None,RT @kristinekwak: Barista for the day Ssan!!! I will give you all delicious coffee~!!! Come~!!! We will open starting at 1PM~ Ssan Cafe!!! ,0.3333333333333333
"Merthyr Tydfil, Wales",RT @WoolenSleevelet: Looks like I've got a video to make for tomorrow    https://t.co/I3V4SD1Sng,0.0
Cyprus,"What s your favorite breakfast? Mine is a bowl of delicious Kellogg s Crunchy Muesli!

Enter  https://t.co/r0S9zd3uNY",0.75
None,"RT @seanjonesqc: When listening to Rees-Mogg, take a tip barristers have learned over centuries: drivel doesnt make any more sense just bec ",0.5
None,"*me wanna be make to get noticed by senpai*

L-1485 
#ElyXiOnInSaitama #ElyXiOninJapan 

#TwitterBestFandom  https://t.co/vwkAsbEe8A",0.0
"New Delhi, India","RT @Amarsin48181947: #       _  _       
Even today, we are taking the breath of slavery
If not then why did the dictatorship decreed again ",0.0
None,"RT @ambertamblyn: These are the faces, lives, joys and sorrows of real Dreamers. Real people. Real Americans. Without the Dreamers, we are ",0.20000000000000004
None,"Please keep refreshing the website and try your luck. If you bought for your friend too, dont choose 2 tickets at o  https://t.co/dHEnE52vPu",0.5
Crying somewhere,"RT @boomfisted: hey @/redkatherinee has made a twitter, if you don't know theyre a very nasty terf/transphobe. Don't give them any attentio ",-1.0
Worldwide,"RT @vlissful: taehyung: come on, let s do bangtan bangtan bangbangtan with wifi. everyone!
members: wifi, wifi, bluetooth! bangtan bangtan, ",0.0
[DumxTuk],"RT @WannaOneUpdate: #TwitterBestFandom 
#TeamWannaOne 

Thanks everyone that have a small chat with Admin M :) keke! It was great talking t ",0.34375
"Studio City, Los Angeles",RT @FIGHTlNG: nigga got slammed like a shot glass https://t.co/R2Ydcgzj4P,0.0
None,RT @colesprouse: Sometimes before I leave the house I wave to my laptop camera just to brighten the day of the FBI agent. Friendliness is c ,0.0
None,"Now, today is a very special day for our special chick, isn't it?

HAPPY BIRTHDAAAY SEONHOYA. You do look more matu  https://t.co/YiekMGceYy",0.5303571428571429
None,RT @dualipamuse: I can t even find the words to describe how beautiful you looked on the red carpet @DUALIPA     https://t.co/glw7MSH8kH,0.425
babbu ,i hate going to school but i hate being absent.. lol i dont like missing any activity,-0.25
Kansas City,RT @almostjingo:  That awkward moment when Horowitz writes a letter saying FBI reported to both DOJ and OIG that they weren t able to retri ,-0.04999999999999999
Ireland,@MayKapes @luberachi Are you quoting Overprotected?! A britney quote for a britney problem.,0.0
None,"RT @UrgentPart2: GUSTAVO - 18785 - TO BE DESTROYED 01/27/18: A volunteer writes: Gustavo might look very stoic and serious, but this handso ",-0.06666666666666665
868/OXY,RT @DonteMacc: Whoever did that tatt on the left needs their ass beat LMFAOOOOO https://t.co/6WkD9QXZMt,0.0
"KFUPM, Dhahran, Saudi Arabia","RT @Saudi_Gazette: #EDITORIAL: #Smoking even half a #cigarette a day over a lifetime means a 64 percent increased mortality risk, while smo ",-0.16666666666666666
None,"RT @tyongbreze: wow if nct's new track is titled ""boss"" then yuta and doyoung already spoiled us from a long time ago https://t.co/YYNKkyAO ",0.06212121212121211
    s  ,this https://t.co/fB9UOlvGjY,0.0
None,"RT @BlvckGrip: Me: I'm finally starting to feel happy

My depression: https://t.co/2ThQa1Oc2I",0.4
None,"RT @Ethelmonster: PSA: Men who ask ""Can I even talk to women now"" are in fact, not allowed to talk to women.",0.0
converseee   ,Lol i m drunk and tweaking https://t.co/aTg5zGdRhc,0.15000000000000002
"New York, USA","A Triple White Vapormax Plus is coming in early February
= https://t.co/wvxDXOLUrB https://t.co/OpydnbDnne",0.05
"College Station, TX",I sound like Scarlett  Johansson,0.4
"Kempton Park, Johannesburg, South Africa",@Defenders Plz send us info on how we can arrange to donate towards Defending Wildlife Our 'WildLife Social Drive'  https://t.co/xmMRqqeprF,0.03333333333333333
"Tonganoxie, KS",RT @champagnefeeI: you were my cup of tea but i drink champagne now,0.0
"Montr al, Qu bec",RT @EoloSon: The funds that allowed my job here also allowed me to be the founder &amp; director of an organization that seek to create news wa ,0.0
"Dera Ismail Khan, Pakistan",RT @realpreityzinta: Half way into the #IPLAuction @virendersehwag puts his hand on the paddle &amp; stops me midway. All I want to say is- Yeh ,-0.16666666666666666
Elysium   Promised Land ,I give up way too easily,0.43333333333333335
"SemCity, Oakland Ca.",RT @rrussdiemon: I don't understand why I care so much when you don't care at all.,0.2
chb,RT @ava: I love that she calls the doll an  action figure.  That s how warriors think. Big!https://t.co/H2BT5LopWK,0.3
80east,I can t stop listening to Broken Clocks,-0.4
"Illinois, USA",@islandguymike I wish you were there (I was). Maybe we will see you on 2/10/18 party,0.0
None,"RT @MiIlionaireMind: Upgrade your mindset. Read new books. Meet new people. Travel. Switch it up. You have this whole life to live, don't s ",0.15227272727272728
Wiltshire,I don t think there is anything cleaner in this world than a Federer forehand... absolute filth.,0.2
None,"@soompi I LOVE BTS
#TwitterBestFandom #TeamBTS #SoompiAwards",0.5
"Melbourne, Victoria","RT @Former_legend: Tomic retired from a game of tennis in Acapulco for the unbearable heat. It was 25 degrees. 

He ll go well in the jungl ",-0.4
"Uttar Pradesh, India","RT @India__143: RT AashishKhetan: The Punjab police under the Badal
regime had registered a bogus FIR against me on an erroneous charge tha ",-0.5
"Daegu, Republic of Korea",RT @sugafull27: We started as a Hiphop crew but BangPD nim thot ppl needed friends who talk abt needs in society. And actually we r rappers ,0.0
None,"RT @Ross_Summers: A tale of two charitable foundations, and a flood of donations to the Liberals https://t.co/dNbcKXjyAJ",0.6
sydney,"RT @ParkChi38264932: 64 

I'm voting for    @BTS_twt #TwitterBestFandom #TeamBTS #SoompiAwards",0.0
"Solana Beach, CA ",RT @5bestthing: FOR #bloggers #writers Need a new #webhost?  #siteground reviews  https://t.co/MowbblaM8H,0.13636363636363635
None,RT @ragsmoney_E: @OldRowOleMiss I'd like to think old row for letting me know my boyfriend was cheating! Xoxo   https://t.co/3h0miLtMSS,0.125
"Mumbai, India","RT @ComedyFactoryIn: It was a SOLD OUT show! Thank you Ahmedabad for being such an amazing audience!
@thevirdas 

#TheBoardingDas https://t ",0.37500000000000006
"KY,TN,NC,GA,IN Plus more",@LanaRhoades I would love to see you on @Blacked_com again with  @littlesexbuddha @pdx_softlips and on @BlackedRaw,0.5
"Sicily, Italy",@harmH333 @_YoungCR7 Tbh that s the realest shit I ve seen in a minute lol,0.30000000000000004
-,hangyeom such a die hard fan and donghun is a soft stan lmao,0.10208333333333333
"Aveiro, Portugal",RT @5aucegal: I knew life sucked the minute I found out that dogs and cats can sense when they re dying so they isolate themselves from the ,0.0
None,RT @Diddy: I may quit my job today. https://t.co/h3fyH07W4I,0.0
ASEAN,"RT @BritChamMyanmar: A shout-out to our event tomorrow night with a quick overview of what Burns Night is all about! 

Please contact... ht ",0.41666666666666663
Brainstem Gloma ,"RT @mirohaz: In a relationship, we shouldn't just be mature, we also need the childish aspect between the partner. Mature, when we talk abo ",0.0
"England, United Kingdom",RT @GraysonDolan: I m fine tho guys. Really I love being active on her and talking to you all it makes me feel better.,0.32083333333333336
None,"There's a sign on the wall
But she wants to be sure
'Cause you know sometimes words have two meanings",0.35
Following u else in London,@SirRavishKumar completely unlawful I can bet this is a self made rule by some idiots within this Govt and there is  https://t.co/y1u7gZZX4W,-0.35000000000000003
del-uh-whereee? ,RT @Liable: All I want is a clear mind &amp; a happy heart.,0.26666666666666666
in South Korea,"RT @Healinglightt67: Facts: EXO set the standards, can change the criteria for an award show after 31 years, Wall of achievements, Standard ",0.0
Godric's Hollow,"RT @memeproviderz: she said resolve the captcha 

i said babe... https://t.co/SNm27r3asl",0.0
       ,RT @astropotography: I wish I could see the stars this clear! https://t.co/frbHoopqGX,0.12500000000000003
None,"RT @DanRather: As much attention as Steph Curry gets, his stock amongst some ""serious"" basketball analysts seems to have dropped a bit of l ",-0.06666666666666665
Internationally Known,When I see ppl had bad experiences with edibles I think damn how you fuck up that dope moment.,-0.5499999999999999
"Punjab, Pakistan","RT @safia9876: Can't thank enough for ""NAMAZ"" my instant and easiest source of
 Peace.
 Nothing can explain what i feel 
 when i go in sujo ",0.0
Mind your Business,RT @V_of_Europe: The socialist mayor of Paris has introduced a new tourist attraction... rats! https://t.co/ZHrb1lU7hP,0.17045454545454544
"Reno, NV","RT @CinemaGrids: I couldn't resist: the first image from MISSION: IMPOSSIBLE 6 and the popular ""distracted boyfriend"" meme. https://t.co/Zi ",0.061111111111111116
"South West, England",RT @hornycouple247: 100  on my other pic so here's an extra #tittytuedsay pic as a bonus for you all! You sexy lot!   https://t.co/yGm1e0Y0 ,0.16666666666666666
None,RT @genny_ss: So extremely heat policy only applies when a certain player has to play? You can cancel the final and go directly to the trop ,0.03785714285714285
None,RT @adraycun: actually disgusted how ann s clear and blatant homophobia gets over-looked by the producers. last nights episode was very har ,-0.24
230917   mention for fb,"Peek A Boo. or LIKEY
#TwitterBestFandom #TeamSeventeen https://t.co/d0vinfl01h",0.0
Los Angeles,"RT @JediArtist: There goes my ""booty bear""... @AnikkaAlbrite and @MickBluexxx took the red carpet fast lane to the #AVNAwards. And, allow m ",0.1
bts smut at the link   ,"RT @btsanalytics: ARMY   Make sure to Tweet / RT - #TwitterBestFandom #TeamBTS (@BTS_twt) - now, as Soompi Round 1 voting will end in 13 ho ",0.15
Chicago ,RT @HoodBibIe: When he did the impression of his white friend I freakin lost ittttt lmaooo    this will never get old https://t.co/Ugl1Dp3g ,0.05
"Ampang, Selangor, Malaysia",There are no words that describe how much I love you Kak Ya fatiyalatiff ...        https://t.co/XExBjL18iq,0.5
Johannesburg,@YesWeCrann LOL I'm talking about Keene's impressive stats specifically.,0.9
+62,"RT @squishybyunn: i'll search the universe

#TwitterBestFandom  #TeamEXO #SoompiAwards @weareoneEXO 
L-1485",0.0
Australia,"RT @louisftpenguin: @niallhorankurwa @bluelou77 @idkxnwx NOW I'M ASKING MY FRIENDS HOW TO SAY 'I'M SORRY' 
#iHeartAwards #BestSoloBreakout ",-0.5
Canada,@cathmckenna @AndrewScheer Harper knew how to run a country with less taxes. Our environment is already clean,0.10000000000000002
5813,"RT @vantaekim: jin

""jungkook started playing drums last year, and i started guitar. then jungkook stopped so i stopped too. since jungkook ",0.0
CLE//ATHENS,@giannadolciato @tylave24 but i m a virgo....,0.0
"Khairpur, Pakistan",RT @MPAShahinaSAPPP: #PPPP President @AAliZardari Presided over a meeting of the Party office-bearers and leaders from KPK at Zardari House ,0.0
Australia,"RT @KBrocking: Hillary says ""activist bitches supporting bitches"" no one bats an eye. Trump says ""shithole countries"" and everyone loses th ",-0.024999999999999994
mcu xx adc,RT @RWitherspoon: Well...I guess everybody knows now...I have 3 legs. I hope you can still accept me for who I am.  ( and I will never apol ,0.0
Rhwng Lloegr ac Anarres,"RT @DilReyhan: This piece will be in open-access only a week, until Friday.
https://t.co/W1xvDcZawQ",0.0
"Mombasa, Kenya",RT @RELATlONSHlP: I think a guy fighting for his relationship and showing his feelings is more attractive than someone who act like they do ,0.65
balboa towers,yikes of a movie. doesn't take long for you to start rooting for the geostorm to actually happen.,-0.025
"Miami, FL ",Justin. Listen.   https://t.co/MoPD7rIxld,0.0
                   ,"RT @OH_mes: January K-Pop Artist Brand Rankings

21 JBJ
22 G-Dragon
23 Park Hyo Shin
24 Yoon Jong Shin
25 Kim Dong Ryul
26 Bolbbalgan4
27 D ",0.0
Mom and dads wallet,RT @katherrineeeee: Don't hate me if u just secretly wanted to be me ,-0.6000000000000001
LB,I JUST SAW JOE S CRYING IS HILARIOUS,0.15
None,"RT @spignal: Mumbai is the new global literary capital, apparently. I live there and I can't think of 3 authors with big global followings. ",0.06212121212121211
NJ,RT @dbongino: After they #ReleaseTheMemo you can absolutely count on the Dems embarking on a scorched earth campaign to lie their way throu ,0.2
Pitori/eBhayi/eKapa. ,@mamailionline i just mute &amp; block.,0.0
